73934AFE.BBS,1. De Do Do_ De Da Da- The Police
6433BAB3.BBS,2. Don't Stand So Close To Me- The Police
C2559BCE.BBS,3. Every Breath You Take- The Police
190D9B69.BBS,4. Every Little Thing She Does Is Magic- The Police
74D99C46.BBS,5. King Of Pain- The Police
057AF232.BBS,6. Message In A Bottle- The Police
5DFA3DCD.BBS,7. Roxanne- The Police
42C25100.BBS,8. So Lonely- The Police
D2129E21.BBS,9. Synchronicity II- The Police
2629CD9E.BBS,10. Wrapped Around Your Finger- The Police
